Date,Gold_EUR,Silver_EUR,Platinum_EUR,Palladium_EUR
2007-03-20,494.03,9.98,924.4,264.32
2007-03-21,494.73,9.93,920.3,262.19
2007-03-22,497.82,10.06,927.5,264.9
2007-03-23,494.73,9.91,927.6,266.53
2007-03-26,497.37,9.99,928.0,264.82
2007-03-27,495.7,9.9,927.6,264.28
2007-03-28,499.96,10.01,936.0,264.42
2007-03-29,495.69,9.94,931.0,264.07
2007-03-30,496.85,10.01,931.7,263.44
2007-04-02,497.27,9.94,924.0,262.23
2007-04-03,498.16,10.03,934.1,264.11
2007-04-04,503.07,10.13,933.4,265.52
2007-04-05,501.81,10.17,931.6,261.02
2007-04-10,503.46,10.32,939.6,266.55
2007-04-11,503.01,10.27,941.7,270.97
2007-04-12,500.44,10.25,938.0,269.91
2007-04-13,505.73,10.37,935.9,272.79
2007-04-16,509.79,10.36,943.2,275.72
2007-04-17,506.04,10.27,935.8,274.83
2007-04-18,505.33,10.23,941.3,275.19
2007-04-19,501.36,10.02,948.8,275.39
2007-04-20,509.46,10.24,969.2,281.11
2007-04-23,508.47,10.31,970.8,279.91
2007-04-24,500.92,10.08,968.5,279.35
2007-04-25,501.28,10.08,958.0,277.07
2007-04-26,496.1,9.78,956.6,275.2
2007-04-27,498.28,9.87,938.5,271.81
2007-04-30,498.94,9.86,942.7,271.97
2007-05-01,495.63,9.72,944.6,270.51
2007-05-02,494.7,9.72,946.1,272.42
2007-05-03,502.4,9.88,958.7,276.04
2007-05-04,505.3,9.88,964.7,275.2
2007-05-08,505.76,9.92,980.6,276.53
2007-05-09,502.81,9.88,980.3,273.55
2007-05-10,494.73,9.66,980.3,268.63
2007-05-11,495.82,9.76,979.1,268.43
2007-05-14,493.13,9.68,981.5,268.09
2007-05-15,494.89,9.71,971.2,261.94
2007-05-16,488.9,9.52,981.2,265.65
2007-05-17,486.81,9.48,964.7,264.52
2007-05-18,489.49,9.57,968.5,268.03
2007-05-21,492.26,9.69,969.4,271.88
2007-05-22,489.44,9.59,962.2,279.22
2007-05-23,491.23,9.67,962.5,277.98
2007-05-24,487.27,9.56,960.5,277.74
2007-05-25,487.02,9.61,949.2,273.38
2007-05-29,488.06,9.77,942.2,275.15
2007-05-30,486.18,9.78,936.2,271.84
2007-05-31,491.04,9.96,951.6,272.84
2007-06-01,498.88,10.15,959.3,275.88
2007-06-04,496.96,10.12,957.6,274.24
2007-06-05,495.45,10.17,958.7,272.97
2007-06-06,495.3,10.12,954.3,271.17
2007-06-07,490.84,9.99,968.4,273.39
2007-06-08,484.03,9.74,963.3,275.97
2007-06-11,489.86,9.89,966.5,274.01
2007-06-12,488.65,9.83,969.9,275.92
2007-06-13,487.59,9.79,958.1,273.52
2007-06-14,489.67,9.86,958.9,276.55
2007-06-15,489.35,9.87,954.7,274.17
2007-06-18,489.26,9.83,964.1,275.87
2007-06-19,492.81,9.92,960.3,275.27
2007-06-20,489.52,9.84,966.3,279.08
2007-06-21,486.78,9.77,963.7,280.14
2007-06-22,485.0,9.67,966.3,278.52
2007-06-25,483.99,9.56,956.7,275.94
2007-06-26,477.78,9.1,945.9,272.7
2007-06-27,477.73,9.09,941.2,271.73
2007-06-28,482.26,9.25,951.3,271.85
2007-06-29,480.09,9.15,940.7,269.71
2007-07-02,481.95,9.27,937.3,268.53
2007-07-03,479.53,9.22,941.4,268.24
2007-07-04,480.2,9.27,942.6,267.43
2007-07-05,477.38,9.18,949.1,268.54
2007-07-06,479.7,9.31,944.7,266.46
2007-07-09,484.85,9.33,956.1,270.03
2007-07-10,481.3,9.34,941.1,266.5
2007-07-11,480.36,9.36,950.2,267.03
2007-07-12,483.83,9.49,948.7,266.17
2007-07-13,483.32,9.44,952.4,266.94
2007-07-16,482.03,9.39,953.3,266.46
2007-07-17,482.64,9.38,949.8,265.56
2007-07-18,487.61,9.55,948.3,265.14
2007-07-19,490.58,9.6,958.2,267.45
2007-07-20,494.39,9.61,963.5,267.99
2007-07-23,492.9,9.58,962.4,268.3
2007-07-24,493.89,9.62,964.2,266.18
2007-07-25,489.73,9.49,959.6,265.59
2007-07-26,482.57,9.33,956.3,264.9
2007-07-27,484.26,9.29,941.9,265.55
2007-07-30,485.24,9.39,927.3,265.06
2007-07-31,486.95,9.45,944.7,266.89
2007-08-01,485.74,9.42,938.3,265.47
2007-08-02,485.58,9.46,939.5,267.17
2007-08-03,488.5,9.5,933.2,264.13
2007-08-06,486.55,9.39,938.2,263.9
2007-08-07,488.49,9.5,933.0,261.26
2007-08-08,488.86,9.5,932.3,263.16
2007-08-09,483.99,9.23,927.2,263.23
2007-08-10,490.32,9.35,926.6,254.84
2007-08-13,492.25,9.4,937.8,260.18
2007-08-14,493.5,9.37,939.9,258.61
2007-08-15,498.27,9.34,940.4,257.82
2007-08-16,483.09,8.61,927.3,251.01
2007-08-17,487.5,8.72,923.9,247.87
2007-08-20,487.01,8.68,927.0,244.55
2007-08-21,487.71,8.55,924.2,242.92
2007-08-22,486.71,8.55,915.3,236.2
2007-08-23,486.14,8.59,914.1,235.9
2007-08-24,488.3,8.72,906.8,236.21
2007-08-28,488.7,8.65,922.8,240.26
2007-08-29,487.24,8.67,921.5,238.43
2007-08-30,487.53,8.65,928.8,239.91
2007-08-31,493.51,8.84,930.5,242.17
2007-09-03,493.58,8.88,930.9,242.27
2007-09-04,501.31,9.01,933.6,243.33
2007-09-05,499.38,8.92,932.8,244.01
2007-09-06,507.16,9.03,935.8,243.26
2007-09-07,508.93,9.09,936.2,242.59
2007-09-10,508.77,9.06,936.0,241.96
2007-09-11,514.78,9.16,933.9,240.69
2007-09-12,511.65,9.07,934.3,239.86
2007-09-13,511.07,9.01,935.6,238.77
2007-09-14,510.42,9.05,932.7,237.85
2007-09-17,515.98,9.19,936.6,238.11
2007-09-18,512.0,9.13,929.8,236.73
2007-09-19,516.65,9.27,935.2,237.74
2007-09-20,521.36,9.49,940.5,238.86
2007-09-21,519.63,9.57,945.4,241.32
2007-09-24,519.81,9.57,945.6,241.55
2007-09-25,516.22,9.5,942.2,238.57
2007-09-26,515.68,9.46,954.1,238.52
2007-09-27,518.56,9.55,954.4,241.78
2007-09-28,522.15,9.68,965.4,240.99
2007-10-01,524.81,9.62,967.6,247.35
2007-10-02,516.89,9.42,960.6,247.05
2007-10-03,517.92,9.46,964.5,248.05
2007-10-04,521.19,9.45,960.2,254.02
2007-10-05,524.66,9.45,965.1,258.97
2007-10-08,521.17,9.41,974.2,258.31
2007-10-09,522.37,9.52,962.1,254.54
2007-10-10,522.74,9.57,982.3,265.21
2007-10-11,528.98,9.75,981.8,266.22
2007-10-12,527.9,9.71,998.9,265.96
2007-10-15,533.48,9.68,1003.5,266.71
2007-10-16,534.65,9.57,994.9,260.37
2007-10-17,531.91,9.58,999.8,261.03
2007-10-18,534.79,9.6,1012.2,259.69
2007-10-19,535.21,9.47,1015.5,258.76
2007-10-22,531.89,9.5,1009.6,253.63
2007-10-23,531.98,9.5,1014.8,254.58
2007-10-24,533.73,9.45,1007.6,251.02
2007-10-25,535.61,9.67,1009.8,251.94
2007-10-26,544.78,9.87,1010.3,257.09
2007-10-29,548.58,9.99,1010.5,257.99
2007-10-30,541.46,9.83,999.5,254.55
2007-10-31,549.62,10.02,995.2,255.7
2007-11-01,548.0,9.85,1000.4,256.52
2007-11-02,555.14,10.05,992.5,254.5
2007-11-05,558.59,10.14,1007.3,257.7
2007-11-06,563.69,10.49,1010.8,258.19
2007-11-07,568.5,10.45,1004.9,256.02
2007-11-08,567.41,10.56,996.5,254.23
2007-11-09,567.32,10.53,977.1,252.11
2007-11-12,551.5,10.08,956.0,250.52
2007-11-13,544.88,9.95,968.0,252.43
2007-11-14,554.07,10.22,983.1,253.28
2007-11-15,537.95,9.88,973.8,250.12
2007-11-16,536.46,9.85,989.2,249.68
2007-11-19,530.69,9.66,992.2,246.86
2007-11-20,534.95,9.78,984.0,243.31
2007-11-21,538.8,9.75,988.8,243.5
2007-11-22,542.33,9.79,988.8,239.12
2007-11-23,554.5,9.91,994.2,237.93
2007-11-26,554.43,9.95,992.5,240.21
2007-11-27,548.14,9.74,982.1,237.1
2007-11-28,541.64,9.71,970.9,232.61
2007-11-29,539.08,9.65,976.5,232.93
2007-11-30,536.16,9.55,984.2,238.53
2007-12-03,538.37,9.6,988.6,236.59
2007-12-04,543.48,9.68,991.6,235.03
2007-12-05,545.25,9.78,1004.4,237.77
2007-12-06,548.52,9.88,997.4,235.69
2007-12-07,542.75,9.78,994.9,234.73
2007-12-10,548.75,9.95,994.0,234.39
2007-12-11,553.92,10.03,997.5,235.4
2007-12-12,553.17,9.96,1002.0,237.25
2007-12-13,545.88,9.63,1010.5,237.41
2007-12-14,549.43,9.57,1013.3,239.81
2007-12-17,550.95,9.59,1028.4,243.91
2007-12-18,557.08,9.72,1048.0,247.78
2007-12-19,557.01,9.78,1050.7,247.03
2007-12-20,556.91,9.95,1057.3,247.22
2007-12-21,564.37,9.97,1054.5,246.92
2007-12-24,564.39,10.1,1053.3,246.65
2007-12-27,566.31,10.05,1057.0,246.78
2007-12-28,569.92,10.03,1039.3,247.25
2007-12-31,570.92,10.13,1048.4,249.43
2008-01-02,581.75,10.3,1046.9,252.04
2008-01-03,585.93,10.42,1041.1,250.95
2008-01-04,584.22,10.37,1048.1,252.36
2008-01-07,585.12,10.33,1042.5,252.28
2008-01-08,597.06,10.67,1049.0,252.91
2008-01-09,599.04,10.71,1057.4,255.13
2008-01-10,601.62,10.9,1038.8,249.92
2008-01-11,606.35,10.99,1058.6,253.82
2008-01-14,606.88,10.95,1061.0,255.0
2008-01-15,609.12,10.96,1065.9,256.16
2008-01-16,604.02,10.8,1065.4,255.94
2008-01-17,600.29,10.85,1068.2,254.75
2008-01-18,603.61,11.04,1067.3,252.45
2008-01-21,598.63,10.76,1072.2,253.67
2008-01-22,606.27,10.91,1048.4,248.13
2008-01-23,601.78,10.82,1056.7,249.49
2008-01-24,616.24,11.05,1078.4,250.78
2008-01-25,619.77,11.18,1145.0,259.18
2008-01-28,626.9,11.27,1144.9,256.31
2008-01-29,624.86,11.31,1144.4,260.7
2008-01-30,618.86,11.2,1135.1,259.88
2008-01-31,623.45,11.38,1165.8,261.31
2008-02-01,612.15,11.32,1185.8,277.36
2008-02-04,609.55,11.27,1204.4,283.23
2008-02-05,606.64,11.13,1207.0,281.95
2008-02-06,616.62,11.31,1240.1,285.23
2008-02-07,627.02,11.57,1260.5,290.47
2008-02-08,633.29,11.78,1282.3,298.17
2008-02-11,635.5,12.01,1325.3,305.14
2008-02-12,622.74,11.8,1328.9,297.41
2008-02-13,622.46,11.88,1325.9,292.36
2008-02-14,620.06,11.75,1353.2,297.15
2008-02-15,615.94,11.63,1403.3,299.73
2008-02-18,618.55,11.66,1439.4,313.27
2008-02-19,629.35,11.88,1456.4,325.23
2008-02-20,634.61,12.04,1409.1,320.85
2008-02-21,637.87,12.07,1471.2,350.25
2008-02-22,636.18,12.11,1453.5,341.29
2008-02-25,632.34,12.19,1445.9,353.39
2008-02-26,630.74,12.48,1414.3,346.41
2008-02-27,632.76,12.69,1415.5,365.13
2008-02-28,638.09,13.01,1402.6,365.96
2008-02-29,639.39,12.97,1416.6,374.25
2008-03-03,646.54,13.27,1430.5,381.0
2008-03-04,631.44,12.88,1495.5,382.92
2008-03-05,645.28,13.42,1433.2,348.3
2008-03-06,635.54,13.15,1449.0,347.63
2008-03-07,632.68,13.1,1355.8,329.51
2008-03-10,633.51,12.83,1322.4,303.72
2008-03-11,632.71,12.79,1327.5,314.72
2008-03-12,632.26,12.92,1330.4,320.83
2008-03-13,637.47,13.1,1335.9,320.34
2008-03-14,637.42,13.17,1319.0,319.06
2008-03-17,638.48,12.78,1239.8,292.47
2008-03-18,629.17,12.54,1256.1,302.46
2008-03-19,604.15,11.79,1218.8,289.34
2008-03-20,592.27,10.84,1197.5,283.03
2008-03-24,591.69,10.94,1216.2,275.02
2008-03-25,600.18,11.42,1264.8,286.04
2008-03-26,601.01,11.63,1265.1,284.02
2008-03-27,601.22,11.71,1284.2,277.64
2008-03-28,590.66,11.34,1274.5,278.99
2008-03-31,578.6,10.89,1264.7,274.98
2008-04-01,565.99,10.82,1227.6,276.94
2008-04-02,572.88,10.99,1241.1,277.49
2008-04-03,577.6,11.11,1266.7,275.81
2008-04-04,578.28,11.28,1274.5,276.93
2008-04-07,588.47,11.55,1292.0,284.59
2008-04-08,581.95,11.25,1278.4,284.09
2008-04-09,590.1,11.49,1274.2,286.02
2008-04-10,589.81,11.4,1278.1,291.09
2008-04-11,585.4,11.21,1267.1,292.41
2008-04-14,584.42,11.21,1235.9,283.85
2008-04-15,588.79,11.28,1248.6,282.18
2008-04-16,591.26,11.46,1262.7,283.27
2008-04-17,591.17,11.49,1283.5,285.16
2008-04-18,580.87,11.34,1290.2,286.57
2008-04-21,575.77,10.98,1260.7,281.57
2008-04-22,576.1,11.06,1263.4,281.95
2008-04-23,569.78,10.82,1255.5,276.76
2008-04-24,566.32,10.66,1251.5,276.61
2008-04-25,569.41,10.82,1247.8,278.01
2008-04-28,571.06,10.88,1254.5,275.31
2008-04-29,561.25,10.64,1234.6,270.93
2008-04-30,556.67,10.65,1229.4,263.62
2008-05-01,550.3,10.44,1203.5,262.33
2008-05-02,555.91,10.63,1225.5,267.68
2008-05-05,562.47,10.79,1237.8,268.18
2008-05-06,564.88,10.83,1258.1,274.93
2008-05-07,565.82,10.81,1271.4,271.94
2008-05-08,572.31,10.91,1303.5,277.9
2008-05-09,573.14,10.86,1345.4,281.95
2008-05-12,568.59,11.03,1351.9,280.28
2008-05-13,559.47,10.8,1319.9,277.02
2008-05-14,560.09,10.71,1312.8,276.27
2008-05-15,571.08,10.78,1338.7,277.85
2008-05-16,577.75,10.87,1361.3,283.55
2008-05-19,583.7,10.95,1380.6,285.01
2008-05-20,587.17,11.24,1365.5,280.39
2008-05-21,589.08,11.41,1388.1,285.62
2008-05-22,584.85,11.41,1378.7,284.53
2008-05-23,586.33,11.53,1371.9,281.98
2008-05-27,576.26,11.07,1350.0,276.74
2008-05-28,576.23,11.15,1319.9,275.11
2008-05-29,566.92,10.74,1281.8,271.1
2008-05-30,570.1,10.83,1288.1,276.39
2008-06-02,573.84,10.82,1288.3,276.56
2008-06-03,570.69,10.86,1289.1,276.7
2008-06-04,570.51,10.93,1288.5,274.4
2008-06-05,560.85,10.98,1282.5,270.37
2008-06-06,568.84,11.04,1311.4,271.82
2008-06-09,572.12,10.98,1308.6,269.51
2008-06-10,562.68,10.75,1286.5,272.44
2008-06-11,566.47,10.85,1308.8,271.92
2008-06-12,564.26,10.72,1306.7,281.43
2008-06-13,566.67,10.76,1320.3,288.77
2008-06-16,570.26,11.07,1319.9,293.97
2008-06-17,569.98,11.01,1326.8,292.83
2008-06-18,576.1,11.19,1342.4,298.87
2008-06-19,582.08,11.26,1315.9,301.74
2008-06-20,576.61,11.11,1313.0,300.1
2008-06-23,568.95,10.82,1313.2,299.12
2008-06-24,569.53,10.68,1294.3,294.53
2008-06-25,564.81,10.63,1289.2,293.91
2008-06-26,579.64,10.91,1307.6,293.05
2008-06-27,589.16,11.15,1306.1,293.56
2008-06-30,588.71,11.06,1309.6,290.74
2008-07-01,595.91,11.46,1312.3,293.24
2008-07-02,593.62,11.51,1303.9,291.78
2008-07-03,594.16,11.62,1286.0,290.59
2008-07-04,594.24,11.49,1275.6,286.73
2008-07-07,589.35,11.34,1252.1,280.8
2008-07-08,588.49,11.36,1240.1,278.27
2008-07-09,588.98,11.5,1248.0,280.37
2008-07-10,596.46,11.55,1261.3,282.18
2008-07-11,605.39,11.79,1281.9,282.05
2008-07-14,611.28,12.01,1267.2,280.97
2008-07-15,613.38,11.89,1242.8,276.59
2008-07-16,607.78,11.85,1214.5,269.04
2008-07-17,609.64,11.77,1189.5,264.82
2008-07-18,602.2,11.42,1168.4,259.75
2008-07-21,606.97,11.56,1160.9,258.25
2008-07-22,601.52,11.43,1141.7,258.72
2008-07-23,588.38,11.11,1118.3,246.42
2008-07-24,589.78,11.0,1095.0,243.54
2008-07-25,591.37,11.07,1111.4,241.52
2008-07-28,589.93,11.08,1124.8,244.52
2008-07-29,588.92,11.1,1122.0,243.54
2008-07-30,581.24,11.17,1107.8,237.67
2008-07-31,585.87,11.38,1124.7,242.51
2008-08-01,584.6,11.24,1064.9,234.54
2008-08-04,575.43,10.92,999.29,224.34
2008-08-05,567.62,10.74,1019.3,226.36
2008-08-06,568.71,10.71,1037.7,226.34
2008-08-07,568.28,10.56,1025.3,225.15
2008-08-08,570.18,10.2,1029.1,220.53
2008-08-11,549.96,9.76,1020.6,212.57
2008-08-12,544.6,9.74,982.99,203.9
2008-08-13,553.77,9.94,1008.6,210.48
2008-08-14,547.58,9.64,1002.2,205.98
2008-08-15,535.55,8.72,934.32,191.3
2008-08-18,544.24,8.92,944.52,192.16
2008-08-19,548.69,8.93,914.32,190.0
2008-08-20,550.56,8.9,927.69,188.6
2008-08-21,561.11,9.28,977.33,192.37
2008-08-22,559.3,9.11,969.99,193.66
2008-08-25,556.42,9.08,966.71,193.89
2008-08-26,563.39,9.29,969.18,193.08
2008-08-27,562.13,9.17,975.1,194.95
2008-08-28,565.62,9.26,1001.8,197.37
2008-08-29,566.38,9.26,1003.8,206.7
2008-09-01,559.46,9.2,984.8,205.45
2008-09-02,556.03,9.02,963.72,197.45
2008-09-03,553.68,8.94,954.09,195.37
2008-09-04,557.46,8.98,978.12,197.85
2008-09-05,561.91,8.57,952.65,187.65
2008-09-08,568.77,8.53,953.53,183.32
2008-09-09,553.44,8.17,880.01,167.54
2008-09-10,542.05,7.74,845.26,160.93
2008-09-11,534.29,7.56,822.04,164.26
2008-09-12,535.89,7.58,850.13,167.07
2008-09-15,551.45,7.76,829.16,163.93
2008-09-16,551.91,7.48,750.58,155.49
2008-09-17,603.14,8.41,776.05,159.26
2008-09-18,621.47,8.76,773.08,162.53
2008-09-19,595.19,8.53,779.6,162.23
2008-09-22,609.71,9.08,836.55,170.9
2008-09-23,606.38,8.95,823.61,167.18
2008-09-24,605.02,9.11,823.79,169.41
2008-09-25,597.97,9.02,809.31,159.19
2008-09-26,605.08,9.17,745.23,150.89
2008-09-29,623.09,8.98,739.56,146.55
2008-09-30,620.04,8.55,717.43,138.65
2008-10-01,627.83,9.0,731.69,146.95
2008-10-02,607.5,8.03,701.94,141.33
2008-10-03,599.55,8.15,693.71,140.76
2008-10-06,641.66,8.28,724.62,143.92
2008-10-07,647.84,8.38,744.37,145.04
2008-10-08,653.84,8.47,722.93,142.11
2008-10-09,645.31,8.61,752.76,146.9
2008-10-10,628.34,7.18,730.95,140.36
2008-10-13,616.75,7.95,729.85,145.16
2008-10-14,615.11,8.04,752.54,145.39
2008-10-15,621.97,7.53,711.54,142.9
2008-10-16,599.92,7.19,656.02,125.76
2008-10-17,584.77,6.96,641.55,127.84
2008-10-20,596.52,7.38,667.67,132.18
2008-10-21,589.36,7.76,676.54,137.45
2008-10-22,564.81,7.37,653.39,137.68
2008-10-23,556.41,7.37,614.68,130.8
2008-10-24,580.19,7.32,623.37,132.9
2008-10-27,586.41,7.27,610.43,125.36
2008-10-28,590.82,7.1,633.79,141.71
2008-10-29,585.83,7.63,615.51,148.45
2008-10-30,570.05,7.54,626.64,150.39
2008-10-31,568.04,7.7,643.32,153.58
2008-11-03,574.38,7.75,647.13,157.0
2008-11-04,583.72,7.79,646.61,157.13
2008-11-05,571.8,8.05,670.15,165.81
2008-11-06,575.97,7.93,652.69,168.87
2008-11-07,575.99,7.8,662.24,171.55
2008-11-10,586.6,8.06,667.03,173.02
2008-11-11,585.81,7.79,648.64,169.23
2008-11-12,570.92,7.51,652.16,169.02
2008-11-13,569.86,7.23,650.04,166.49
2008-11-14,583.74,7.5,657.98,166.85
2008-11-17,583.19,7.38,640.92,169.86
2008-11-18,582.92,7.6,653.86,167.83
2008-11-19,586.79,7.42,647.29,149.06
2008-11-20,599.15,7.33,624.95,142.87
2008-11-21,635.38,7.63,653.51,142.21
2008-11-24,635.48,8.09,671.27,150.55
2008-11-25,628.61,7.89,663.75,148.27
2008-11-26,630.76,7.95,668.22,147.63
2008-11-27,632.36,8.02,667.44,145.91
2008-11-28,644.32,8.13,691.67,148.1
2008-12-01,611.45,7.34,632.55,134.64
2008-12-02,614.91,7.48,633.61,134.59
2008-12-03,606.9,7.52,630.33,136.65
2008-12-04,598.98,7.46,617.74,131.81
2008-12-05,597.54,7.47,621.39,128.07
2008-12-08,597.29,7.73,648.86,133.95
2008-12-09,598.74,7.59,623.89,134.52
2008-12-10,619.7,7.82,637.01,137.54
2008-12-11,616.8,7.77,625.98,134.67
2008-12-12,612.77,7.65,610.64,127.9
2008-12-15,612.25,7.8,606.95,127.87
2008-12-16,609.45,7.73,612.05,126.03
2008-12-17,605.38,7.97,602.97,122.51
2008-12-18,595.54,7.74,597.31,123.87
2008-12-19,604.6,7.81,610.82,126.05
2008-12-22,606.09,7.77,609.69,122.8
2008-12-23,600.23,7.36,603.22,123.08
2008-12-24,605.72,7.4,606.06,124.36
2008-12-26,614.2,7.47,628.73,122.9
2008-12-29,623.09,7.67,652.0,131.29
2008-12-30,616.12,7.76,647.17,129.58
2008-12-31,630.64,8.09,670.06,134.39
2009-01-02,632.46,8.29,682.74,136.6
2009-01-05,632.38,8.29,697.16,134.78
2009-01-06,641.74,8.48,715.56,144.74
2009-01-07,616.13,8.13,715.07,143.56
2009-01-08,623.55,8.12,721.43,141.66
2009-01-09,636.82,8.41,735.32,141.26
2009-01-12,614.92,8.07,717.06,138.18
2009-01-13,624.28,8.16,713.8,138.35
2009-01-14,615.69,7.99,706.85,136.05
2009-01-15,619.42,8.02,702.58,135.64
2009-01-16,633.56,8.48,713.37,138.9
2009-01-19,636.13,8.5,724.4,138.49
2009-01-20,662.26,8.65,728.66,141.38
2009-01-21,661.4,8.74,715.67,141.27
2009-01-22,662.7,8.77,714.07,140.96
2009-01-23,688.5,9.13,736.24,150.32
2009-01-26,690.35,9.22,733.21,144.66
2009-01-27,682.1,9.18,721.49,144.15
2009-01-28,672.4,9.07,720.71,142.03
2009-01-29,698.73,9.38,746.23,145.23
2009-01-30,724.67,9.84,767.55,149.14
2009-02-02,704.06,9.64,756.24,150.94
2009-02-03,689.15,9.5,737.83,147.41
2009-02-04,701.84,9.69,749.88,151.85
2009-02-05,712.81,9.98,758.13,155.99
2009-02-06,703.95,10.11,766.15,161.09
2009-02-09,685.96,9.87,757.96,156.92
2009-02-10,708.76,10.23,796.4,161.59
2009-02-11,733.31,10.51,833.4,164.97
2009-02-12,741.7,10.56,835.8,166.07
2009-02-13,728.33,10.58,820.74,165.85
2009-02-16,738.29,10.64,830.46,166.72
2009-02-17,770.46,11.15,865.25,170.82
2009-02-18,780.59,11.4,868.91,172.03
2009-02-19,768.07,10.99,838.79,167.91
2009-02-20,777.68,11.26,843.66,166.08
2009-02-23,780.89,11.38,844.66,154.0
2009-02-24,753.12,10.85,813.67,154.17
2009-02-25,755.51,10.84,821.96,154.51
2009-02-26,734.85,10.18,817.03,151.82
2009-02-27,739.46,10.27,845.01,151.99
2009-03-02,744.69,10.34,846.84,153.32
2009-03-03,727.02,10.16,819.93,152.05
2009-03-04,718.06,10.2,828.31,156.66
2009-03-05,738.53,10.52,841.23,156.14
2009-03-06,742.22,10.55,840.57,156.35
2009-03-09,725.6,10.21,838.55,153.61
2009-03-10,709.95,9.98,819.88,154.32
2009-03-11,708.21,9.97,818.37,152.27
2009-03-12,717.73,10.07,813.06,151.57
2009-03-13,719.54,10.23,817.12,152.73
2009-03-16,710.53,9.93,808.63,151.71
2009-03-17,704.44,9.76,805.66,148.37
2009-03-18,694.85,9.43,780.75,145.91
2009-03-19,700.25,9.89,815.4,147.86
2009-03-20,703.02,10.15,819.62,151.13
2009-03-23,697.63,10.15,829.24,153.37
2009-03-24,687.55,9.95,826.24,152.38
2009-03-25,689.82,9.95,826.57,156.86
2009-03-26,694.35,10.05,844.99,163.52
2009-03-27,693.73,10.01,848.74,163.13
2009-03-30,696.84,9.91,844.56,161.3
2009-03-31,695.66,9.81,846.03,161.36
2009-04-01,700.39,9.81,859.39,163.55
2009-04-02,673.22,9.65,854.75,164.12
2009-04-03,666.5,9.5,858.5,162.18
2009-04-06,648.99,9.06,851.24,164.88
2009-04-07,665.44,9.24,875.83,167.63
2009-04-08,666.24,9.26,885.72,174.13
2009-04-09,669.69,9.4,908.47,174.35
2009-04-13,667.02,9.52,927.87,178.09
2009-04-14,670.94,9.64,912.31,175.53
2009-04-15,675.5,9.7,919.36,177.35
2009-04-16,667.52,9.32,917.59,175.61
2009-04-17,664.41,9.09,925.19,176.35
2009-04-20,684.38,9.34,897.69,170.25
2009-04-21,679.82,9.3,888.89,169.75
2009-04-22,685.56,9.48,901.47,176.91
2009-04-23,691.77,9.76,899.99,174.96
2009-04-24,687.89,9.72,887.97,174.27
2009-04-27,697.42,9.92,876.45,170.11
2009-04-28,679.15,9.5,828.51,164.4
2009-04-29,675.0,9.58,822.39,167.56
2009-04-30,672.7,9.37,831.63,163.59
2009-05-01,667.65,9.39,821.08,160.25
2009-05-04,673.36,9.75,834.14,163.54
2009-05-05,676.15,10.0,846.39,163.43
2009-05-06,682.8,10.31,852.93,169.84
2009-05-07,682.1,10.44,858.92,175.98
2009-05-08,672.88,10.26,840.14,175.83
2009-05-11,671.63,10.24,821.43,171.5
2009-05-12,677.63,10.45,828.19,169.6
2009-05-13,681.21,10.3,818.68,162.56
2009-05-14,680.49,10.3,812.48,163.61
2009-05-15,688.55,10.33,817.39,164.66
2009-05-18,680.3,10.19,834.69,167.82
2009-05-19,680.15,10.4,834.62,169.57
2009-05-20,679.12,10.34,827.67,167.85
2009-05-21,684.69,10.38,823.98,166.23
2009-05-22,682.45,10.44,820.69,163.85
2009-05-25,683.46,10.51,821.32,164.84
2009-05-26,680.98,10.43,810.41,162.94
2009-05-27,683.64,10.64,813.92,160.34
2009-05-28,688.56,10.85,818.86,164.35
2009-05-29,691.36,11.04,841.71,163.82
2009-06-01,688.71,11.04,853.49,168.03
2009-06-02,685.9,11.12,866.37,173.41
2009-06-03,681.06,10.79,871.69,169.67
2009-06-04,690.45,11.18,904.35,176.79
2009-06-05,686.84,10.97,910.0,182.29
2009-06-08,683.5,10.74,891.05,178.35
2009-06-09,679.78,10.8,892.25,179.59
2009-06-10,681.8,10.84,906.09,180.35
2009-06-11,678.81,10.9,894.42,179.73
2009-06-12,670.02,10.62,892.88,178.29
2009-06-15,672.86,10.22,876.26,173.68
2009-06-16,673.82,10.23,878.61,172.69
2009-06-17,672.51,10.26,866.08,173.11
2009-06-18,670.82,10.21,864.62,170.48
2009-06-19,668.26,10.14,865.65,174.56
2009-06-22,663.94,9.91,837.48,165.77
2009-06-23,656.57,9.85,821.86,169.11
2009-06-24,669.16,9.94,831.9,167.95
2009-06-25,670.76,10.01,847.75,172.98
2009-06-26,668.17,10.0,850.1,173.43
2009-06-29,666.89,9.88,839.95,176.65
2009-06-30,660.69,9.68,837.02,175.39
2009-07-01,664.31,9.69,842.68,177.15
2009-07-02,664.1,9.55,847.24,176.86
2009-07-03,666.52,9.59,846.74,175.93
2009-07-06,662.2,9.49,820.67,171.3
2009-07-07,665.41,9.45,816.3,171.44
2009-07-08,656.05,9.27,791.62,168.29
2009-07-09,651.93,9.19,789.01,165.92
2009-07-10,654.76,9.07,793.17,166.38
2009-07-13,658.36,9.14,797.71,166.85
2009-07-14,663.98,9.23,809.2,170.32
2009-07-15,666.5,9.38,820.75,173.65
2009-07-16,662.38,9.36,824.13,174.17
2009-07-17,663.8,9.48,829.15,174.74
2009-07-20,667.78,9.57,832.16,176.56
2009-07-21,668.12,9.51,824.76,177.64
2009-07-22,669.12,9.62,822.98,176.95
